client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND73501,"Eric Armstrong",52,"Project Manager",69036.21,518305,738171.45,1295825.74,84997.17000000001
IND33792,"Larry Young",36,"Social Worker",169542.75,399086,1743380.79,2898803.77,207318.75
IND74791,"William Mcdonald",60,"Budget/Accounting Analyst I",405234.67,1298729,2340901.84,3934591.82,468420.58999999997
IND27672,"Antonio Henderson",79,"Community Outreach Specialist",93963.9,184630,390386.43,844275.0799999998,107989.85999999999
IND67115,"Gerald Moore",52,Operator,307310.17,320438,619174.66,1129348.0299999998,322674.76999999996
IND52289,"Sarah Burke",85,Teacher,103453.5,399277,942512.26,1717363.98,112436.5
IND43149,"Earl Freeman",56,"Account Executive",158271.47,1891944,2419115.17,3802419.0500000003,163738.25
IND72913,"Juan Austin",20,"Structural Analysis Engineer",101285.02,662146,1104737.11,2320394.14,135200.62
IND14852,"Cynthia Snyder",46,Pharmacist,253872.85,565655,78916.1,182097.78000000003,259443.98
IND68011,"Justin Lynch",50,"Office Assistant II",153146.62,1187402,1419528.49,2415261.4,160777.36
IND91231,"Joshua Warren",59,"Project Manager",184133.24,470181,150126.27,404812.69,193884.31999999998
IND14605,"Arthur Hanson",55,"Technical Writer",78017.16,424736,276501.05,594439.11,84881.16
IND41281,"Judy Cruz",30,"Office Assistant I",289639.02,1411626,1502607.25,2629102.17,336375.74
IND18810,"Mary Price",53,"Geologist III",33731.48,64206,495105.89,896303.11,47673.560000000005
IND82994,"Gregory Jackson",71,"Biostatistician III",92116.89,162624,1020279.18,2025308.2600000002,126002.39
IND91436,"Antonio Ferguson",45,"Software Consultant",64691.11,2051948,1559547.36,2720499.97,86364.19
IND26113,"Phillip Mcdonald",66,"Computer Systems Analyst IV",275620.68,764208,1208603.83,2238615.4200000004,325160.12
IND52376,"Scott Hart",80,"Safety Technician III",265014.95,2333488,3515972.56,5608961.88,274206.2
IND39963,"Todd Torres",83,"Senior Financial Analyst",83976.68,642989,99553.88,173283.69999999998,92689.04
IND69382,"Barbara Rice",22,"Programmer Analyst IV",30843.85,375496,140632.74,314241.32,33604.79
IND42846,"George Martinez",45,"Geologist II",26777.4,74521,619039.87,1013493.44,29470.38
IND84870,"Larry Ramirez",85,"Staff Accountant I",130641.07,741853,348671.72,703306.0800000001,157966.61000000002
IND66083,"Doris Griffin",49,"Project Manager",34495.76,313816,413340.2,844143.0599999999,41312.350000000006
IND79353,"Amy Mills",58,"Biostatistician II",164815.09,325312,337430.36,1013881.47,216770.91
IND32172,"Joyce Stevens",83,Librarian,107321.55,241977,163980.21,450823.41,144827.79
IND81046,"Earl Alexander",36,"Structural Engineer",85695.95,167156,361203.04,798256.1100000001,107014.59
IND32055,"David Little",18,"Quality Engineer",73501.04,332813,406893.79,760868.7300000001,100062.85999999999
IND77434,"Mary Lawrence",80,"Senior Developer",107496.96,53271,165722.25,383122.38,119832.71
IND21979,"John Snyder",39,"Account Coordinator",112479.91,1336521,1607891.88,2812160.96,153539.62
IND93882,"Mark Long",51,"Senior Editor",57417.24,316305,149967.92,388183.16000000003,71419.89
IND68640,"Steve Kennedy",73,"Accounting Assistant IV",75923.9,847140,299302.24,662893.66,117696.29999999999
IND26629,"Joe Gordon",51,"Geological Engineer",312143.01,117137,432786.1,994885.1,323927.31
IND19405,"Earl Ortiz",84,Paralegal,80694.36,883373,1600437.14,2521262.22,101289.29000000001
IND63706,"Charles Hicks",64,"Accountant II",134525.88,1028225,879980.85,2010960.7200000002,162480.84
IND32364,"Cynthia Jones",83,"Human Resources Assistant IV",389998.68,556818,331476.76,870627.4400000001,401940.56
IND13011,"Aaron Turner",20,"Assistant Manager",184725.65,1416843,1609057.23,2450681.23,191705.91
IND99653,"Phillip Fox",51,"Web Developer IV",408724.64,1939257,1980580.45,3769753.39,475853.52
IND76462,"Gloria Carpenter",70,"Environmental Tech",154622.19,315275,279591.24,663051.55,165871.89
IND42541,"Carlos Cook",24,"Budget/Accounting Analyst II",79608.88,484322,580517.06,990681.6300000001,98104.88
IND33915,"Jack Willis",69,"Dental Hygienist",268568.86,1524878,1719012,2725396.06,291483.5
IND79409,"Timothy Hunter",34,"Software Engineer III",483509.98,508335,3384843.56,5726676.48,532319.1799999999
IND31656,"Anna Murray",26,"Help Desk Technician",178665.88,1006655,540341.8,1148537.25,227338.57
IND78167,"Katherine Howell",38,Paralegal,98577.63,532591,1472790.52,3052691.47,154738.98
IND70365,"Billy Wagner",49,"Programmer Analyst IV",392641.08,1927925,3000645.92,5010407.5200000005,446546.93
IND86656,"Albert Fox",49,"Software Engineer IV",408476.1,336891,2680738.31,4539714.01,427215.73
IND31800,"Alan Cunningham",65,"Administrative Assistant II",105806.97,453766,537259.32,935727.33,115663.05
IND33945,"Craig Hudson",30,"Account Coordinator",69401.21,530890,226675.84,373341.14999999997,72698.81000000001
IND93906,"Patricia Carr",40,"Research Assistant IV",304304.44,984328,1746173.84,3475800.73,308519.44
IND15455,"Juan Perez",50,"Accountant III",60079.88,229343,223456.3,462670.7,101226.95999999999
IND94086,"Matthew Ross",18,"Office Assistant I",31919.92,786650,654671.2,1145982.3099999998,34024.54
IND60533,"Paul Simmons",42,"Engineer III",24695.47,238560,93661.63,184364.05000000002,26894.030000000002
IND95299,"Brandon Nelson",62,"Software Engineer IV",283690.35,497887,2939594.2,5115143.8100000005,339504.20999999996
IND52037,"Joe Harper",34,"Computer Systems Analyst II",164952.71,400864,383486.66,947672.19,170324.77
IND58836,"Samuel Anderson",73,"Health Coach IV",265206.5,1400918,1017631.66,1750877.9500000002,283414.49
IND52119,"Margaret Sullivan",18,"Environmental Tech",205319.7,406934,1829962.99,3235597.31,261212.40000000002
IND47625,"Randy Harvey",80,"Structural Analysis Engineer",153074.81,378926,934865.44,1510323.47,185628.72999999998
IND85850,"Eric Thompson",24,"Community Outreach Specialist",236726,141978,2261814.33,3911582.42,283017.63
IND44531,"Douglas Gomez",59,"Geologist I",219866.95,985606,871636.95,1480319.8099999998,277760.45
IND30404,"Samuel Peterson",73,"Web Developer II",89252.52,1275626,917669.16,1590059.4700000002,130146.79000000001
IND66163,"Willie Lopez",27,"Staff Accountant I",91714.87,409371,539509.16,1100540.8399999999,109080.79
IND17019,"Keith Fuller",70,"Registered Nurse",210198.07,359158,2168373.56,3470720.7399999998,263338.19
IND50174,"Frank Howell",69,"Marketing Manager",97272.8,710327,672473.83,1243546.99,160658.54
IND25709,"Patrick Perez",23,"Account Coordinator",38769.12,630268,0,32172.3,60905.520000000004
IND65408,"Eugene Allen",49,"Systems Administrator II",151622.89,498312,77375.93,197788.34999999998,157950.33000000002
IND85664,"Anne Mason",65,"Programmer II",121368.61,796084,734785.46,1545342.89,133640.21
IND16777,"Brandon Andrews",57,"Office Assistant II",120699.64,1333483,98391.81,184400.86,141414.01
IND67420,"Sean Thompson",27,"Food Chemist",67009.96,1561287,2662747.87,4539616.6,111748.45000000001
IND50127,"Amanda Burke",83,Recruiter,96970.5,322552,522621.11,1046030.66,108417.5
IND86179,"Gary Howard",48,"Research Assistant I",267003.9,532788,1599882.98,2726967.04,311560.7
IND85625,"Alan Cook",76,"Community Outreach Specialist",126128.01,122046,619711.85,1276757.27,139312.83
IND21371,"Timothy Larson",85,"Project Manager",41843.49,45830,1063704.14,1576362.8,64353.99
IND78463,"Linda Fisher",66,"Geologist III",347255.25,302025,1112405.11,2342752.3800000004,390116.53
IND90097,"Douglas Russell",57,"Tax Accountant",107085.6,1051478,591197.27,1137588.61,166096.8
IND91317,"Marilyn Campbell",51,"Media Manager III",217507.21,827685,1002810.16,2290116.4000000004,270777.33
IND61281,"Kenneth Kelley",28,"Systems Administrator II",143860.59,117625,153872.47,422404.87999999995,167562.09
IND72001,"Justin Ryan",28,"Help Desk Operator",90349.76,284797,1227071.65,2086204.58,116340.23
IND53908,"Stephen Perry",59,"Statistician IV",176427.42,480303,1089442,1993781.47,204133.74000000002
IND38662,"Wayne Fields",54,"Environmental Specialist",85339.62,590536,1908522.19,3036344.33,100016.64
IND25143,"Thomas Burton",78,"Health Coach I",95433.87,392979,239051.29,420310.76,103308.15
IND84955,"Roger Hamilton",62,"Human Resources Assistant IV",128311.8,590869,837308.15,1537822.15,160069.45
IND60929,"Fred Lynch",36,"Programmer IV",139312.13,483613,2077135.92,3462609.4899999998,178843.91
IND76718,"Ronald Watson",38,"Web Developer III",119319.2,39493,32052.3,107952.28000000001,129895.2
IND17839,"Larry Gibson",52,"Programmer Analyst III",520192.44,1265804,2262409.29,3767180.55,527721.72
IND70507,"Kathleen Carpenter",38,"Media Manager I",164456.63,286994,484137.84,1144566.91,179681.18
IND60309,"Charles Martin",23,"Computer Systems Analyst II",141462.63,216354,455923.69,1029236.14,158525.91
IND57420,"Ronald Duncan",78,"Mechanical Systems Engineer",35372.29,49589,140517.64,379606.82000000007,43241.41
IND73620,"Robert Stewart",20,"Information Systems Manager",138843.12,0,1927415.86,3271028.9600000004,141529.3
IND18821,"Kenneth Garcia",21,"Software Test Engineer I",231444,348567,1504666.47,2363231.6599999997,269580.8
IND65162,"Keith Hansen",18,"Speech Pathologist",225201.83,1119213,305496.55,731986.7000000001,254289.19
IND78069,"Daniel Fields",75,"Project Manager",317499.06,1311917,407298.36,839406.84,336369.61
IND15365,"Andrew Diaz",28,"General Manager",55235.7,347649,320943.11,637017.26,67443
IND29462,"Ruby Willis",85,"Health Coach III",150196.43,891588,578676.44,1254831.95,216274.39
IND22756,"Rose Howard",59,"Office Assistant III",234132.48,769636,380438.93,860985.28,273836.88
IND83694,"Pamela Carpenter",26,"Accounting Assistant III",153831.92,247561,21912.76,87969.87,194028.12
IND35322,"Teresa Lawson",36,"Database Administrator I",303654.2,638684,151985.08,276825.29,356852.22000000003
IND55869,"Terry Flores",81,"Environmental Tech",438620.08,1465625,2192804.88,4063184.54,462541.92000000004
IND56377,"Brian Robinson",31,"Statistician I",259702.08,929781,1769348.36,2927806.29,284863.07999999996
IND15988,"Rebecca Harvey",41,"VP Accounting",208180.63,561524,174297.35,413817.26,233236.15
IND73374,"Rose Howell",81,"Human Resources Assistant IV",316841.8,953280,82393.98,241636.08999999997,340993.57
IND21502,"Tina Young",36,"Budget/Accounting Analyst I",139581.75,860537,955530.72,1634292.92,156166.25
IND29427,"Katherine Hudson",45,"Systems Administrator II",114326.48,41820,506132,917178.0299999999,127914.68
IND71580,"Kathy Gilbert",27,"Media Manager III",122562.97,46697,225722.82,510562.75,154502.15
IND91691,"Eric Thompson",50,"Account Coordinator",312862.55,1650804,1344990.1,2378098.2800000003,317666.54
IND45315,"Marilyn Rivera",22,"Programmer Analyst III",75468.52,250297,64848.76,135520.91,88190.11
IND93375,"Harry Medina",83,"Financial Advisor",300114.29,1571582,821290.21,1427253.14,321190.12
IND20160,"Betty Bennett",83,"Statistician III",27292.53,292330,382718.69,694973.1099999999,41881.65
IND21443,"Carlos Lopez",82,"Quality Engineer",196324.95,1576657,1489199.09,2373770.38,215991.63
IND76903,"Aaron Hawkins",38,"Cost Accountant",42052.76,573120,727382.03,1286753.16,62891.270000000004
IND33223,"Judy Burton",62,"Quality Control Specialist",59748.61,332587,137954.69,254743.14,70009.69
IND31198,"Scott Lawrence",81,"Systems Administrator IV",102132.04,407811,94268.59,185453.12999999998,110230.97
IND81185,"Terry Gibson",27,"Database Administrator III",343075.51,1282807,1788480.15,3492392.52,410429.63
IND78244,"Gerald Bowman",55,"Web Developer I",273277.6,1359509,1712205.92,3239498.98,285377.38
IND34087,"Annie Lee",61,"Database Administrator II",72993.09,407350,124295.59,232261.19,119208.07
IND35800,"Cynthia Rogers",28,"Quality Engineer",154254.48,67300,98253.57,276866.92000000004,168086.58000000002
IND67659,"Michael Owens",27,"Administrative Officer",380645.13,678007,2036733.04,3531391.1599999997,386087.97000000003
IND52398,"Cynthia Jones",66,"Analyst Programmer",298478.75,318659,294532.29,801782.5800000001,304564.83
IND70396,"Ralph Harvey",82,"Project Manager",157737.22,420009,49515.35,149647.22,164292.58
IND72422,"Roy Hernandez",26,"Project Manager",27244.44,451199,49304.06,109902.51,37105.54
IND67727,"Steve Woods",74,"Marketing Assistant",137509.26,775503,296923.22,632682.55,153763.26
IND94062,"Kelly Richards",29,"Media Manager IV",202033.88,1017415,507310.63,1103261.94,247762.24
IND16568,"Peter Adams",34,"Tax Accountant",142734.73,789032,1690117.42,2600254.58,163399.48
IND42280,"Aaron Jordan",43,"Statistician III",350852.97,266795,231683.18,619367.0099999999,396567.20999999996
IND55262,"Willie Sullivan",74,"Sales Representative",349933.41,1240596,1597694.61,2648696.0300000003,374788.24
IND24725,"Antonio Owens",24,"Compensation Analyst",127936.89,566495,424789.34,893488.7300000002,133701.87
IND41923,"Ronald Reynolds",76,"Software Test Engineer III",129533.62,270314,180482.65,483174.26,137092.58
IND98787,"Roy George",53,"Human Resources Assistant II",361731.45,1141431,2114375.84,4010817.73,384129.60000000003
IND34623,"Joyce Sanders",63,"Cost Accountant",303763.68,0,160252.63,418617.89,322511.68
IND99131,"Brenda Wright",19,"Accounting Assistant I",31464.86,226743,25861.37,76701,64622.21
IND65458,"Jesse Matthews",19,"Geologist II",237555.67,631277,148859.67,294059.67,269051.05
IND96867,"Keith Mason",45,"Budget/Accounting Analyst II",149517.24,166780,191978.84,474872.03,154865.58
IND31097,"Michael Carroll",25,"Research Assistant IV",260673.27,903118,873786.28,1365943.39,305436.82
IND71984,"Ruby Stewart",63,"Senior Editor",168490.29,175990,453952.59,1099793.1500000001,175645.76
IND19583,"Fred Reyes",46,"Web Designer I",123556.5,573504,123112.69,267141.91,131125.5
IND26127,"Jacqueline Hill",56,"Statistician III",156939.93,1265996,1418542.67,2701330.69,180843.55
IND15735,"Bobby Lee",77,"Desktop Support Technician",92225.58,0,391405.92,725298.96,105005.88
IND35589,"Judy Lawrence",85,"Media Manager III",199850.36,449775,1248443.53,2232878.36,218167.15999999997
IND48252,"Edward Fowler",81,"Assistant Media Planner",80729.65,106586,128237.95,320328.22000000003,93557.89
IND28622,"Ryan Smith",81,Editor,451132.2,475982,1506304.19,2524681.36,489857.4
IND26976,"Nicholas Rodriguez",47,"Web Developer II",124127.1,130344,197265.75,379292.32,157934.94
IND55010,"Judith Dixon",56,"Automation Specialist IV",55718.69,380781,685843.31,1431563.32,97697.44
IND27334,"Joyce Castillo",60,"Systems Administrator II",32983.27,263545,125695.25,332901.06,39219.719999999994
IND88663,"Juan Ramirez",72,"Computer Systems Analyst I",84036.63,720378,1700635.85,2977286,127810.39000000001
IND51758,"Howard White",34,"Nurse Practicioner",123895.18,875626,98856.34,203196.78,128963.98
IND87441,"Harry Thomas",28,Teacher,253649.81,1007882,975039.79,2059392.1600000001,312446.06
IND68843,"Johnny Bennett",22,"Recruiting Manager",82457.13,308889,1159374.73,1937698.12,102743.53
IND94313,"Gloria Gibson",18,"Web Designer IV",327967.49,1066131,929108.74,2300318.7199999997,368861.49
IND15955,"Victor Williams",21,"Research Assistant IV",113678.37,397665,280450.11,483464.25,138416.85
IND98364,"Amy White",52,"Statistician II",140846.75,354919,55923.37,193172.44,169217.63
IND85031,"Philip Nelson",77,"Social Worker",234556.94,225529,2894745.7,5056726.97,252406.91
IND95645,"Anne Johnson",47,"VP Marketing",154270.55,132475,114627.12,251451.13,174890.46
IND59038,"Phillip Long",62,Paralegal,81006.87,413468,503726.78,958273.46,98816.34999999999
IND24649,"Lisa Phillips",46,"Analyst Programmer",172375.42,304882,763217.79,1554212.81,188941.97
IND73983,"Jack Richardson",39,"Statistician II",203260.4,245006,33214.21,87819.36,232518
IND60147,"Joe Carroll",61,Paralegal,222610.25,726726,745869.06,1300537.77,254724.8
IND43511,"Diana Wilson",59,"Research Assistant II",325553.42,429698,160456.61,372328.20999999996,341635.45999999996
IND21887,"Ruby Butler",28,"VP Marketing",81557.86,261970,218097.36,448786.1,84042.02
IND77252,"George Alexander",55,"Associate Professor",48808.7,397892,37777.3,93695.93000000001,68762.06
IND87256,"Kelly Burton",75,"Mechanical Systems Engineer",57811.91,210369,245564.57,527023.05,79197.53
IND48208,"Jerry Mitchell",54,"Occupational Therapist",520328.35,352774,1893592.32,3278062.27,582409.9
IND33951,"Lori Lopez",82,"Systems Administrator IV",123095.04,311058,123840.33,315575.09,133693.32
IND71913,"Steve Hill",66,"Engineer II",374004.84,161108,947081.61,1980530.2599999998,391203.2
IND32579,"Larry Arnold",28,"Account Representative III",173417.28,913504,1333557.64,2165875.63,194519.81
IND96364,"Patricia George",49,"Geologist IV",119608.06,655227,1290257.18,2618559.0599999996,126022.56999999999
IND84055,"Roger Mitchell",71,"Accountant II",328563.11,1671603,1373913.59,2444357.05,344160.20999999996
IND59380,"Sharon Wilson",53,"Staff Accountant III",362402.94,266043,723632.37,1562286.6300000001,387903.48
IND28522,"Raymond Mccoy",17,"Senior Financial Analyst",374191.65,193268,254260.92,608823.55,420009.31000000006
IND80461,"Sarah Andrews",48,"Budget/Accounting Analyst II",58873.68,313288,633403.9,1242767.6,98196.84
IND62950,"Alan Wallace",60,"Systems Administrator IV",38216.71,304643,201446.6,409997.39,46408.15
IND88639,"Anthony Oliver",17,"Human Resources Assistant III",325636.33,1144309,1110461.95,2121558.99,370985.48000000004
IND64775,"Jonathan Medina",73,"Human Resources Manager",109646.87,638694,677674.91,1448909.4700000002,116840.40999999999
IND58749,"John Moreno",46,"Compensation Analyst",364489.6,879425,1005529.08,1869329.1400000001,400350.63999999996
IND63712,"Joshua Gray",58,Nurse,169541.37,560790,322882.29,808398.15,190406.49
